movie title,Run Time,Rating,User Rating,Generes,Overview,Plot Kyeword,Director,Top 5 Casts,Writer,year,path
Kagi-dorobô no mesoddo,2 hours 8 minutes,7.3,2.5K,"['Comedy', 'Crime', 'Romance']",A failed actor switches identities with a stranger at a bath house thinking it is his way out of his life of misery but only to find himself filling the shoes of an elite assassin.,"['actor', 'deception', 'hitman', 'bath house', 'public bath', 'criminal', 'mistaken identity', 'money', 'love', 'disguise']",Kenji Uchida,"['Masato Sakai', 'Teruyuki Kagawa', 'Ryôko Hirosue', 'Kenji Uchida', 'Kenji Uchida']",Kenji Uchida,-2012,/title/tt2078599/
Acolytes,1 hour 31 minutes,5.5,2.3K,"['Crime', 'Drama', 'Horror']",Three teenagers blackmail a serial killer.,"['loss of friend', 'walking in the rain', 'downpour', 'pouring rain', 'rainstorm', 'storm', 'baby', 'trap', 'locked in', 'escape']",Jon Hewitt,"['Shayne Armstrong', 'Jon Hewitt', 'Joel Edgerton', 'Michael Dorman', 'Sebastian Gregory']",S.P. Krause,-2008,/title/tt0902952/
The Intent 2: The Come Up,1 hour 43 minutes,3.6,448,['Crime'],Prequel the the successful 2016 film 'The Intent',['timeframe 2010s'],Femi Oyeniran,"['Femi Oyeniran', 'Nicky Slimting Walker', 'Karen Bryson', 'Michelle Greenidge', 'Adam Deacon']",Nicky Slimting Walker,-2018,/title/tt7613996/
My Favorite Spy,not-released,6.5,1.2K,"['Comedy', 'Crime', 'Music']","A burlesque comic, who resembles an international spy, is recruited by the government and sent to Tangier to retrieve a sensitive microfilm before it's captured by hostile foreign agents.","['espionage', 'airport', 'chase', 'cane', 'fugitive', 'police dispatch', 'poster', 'alley', 'top billing', 'handcuffs']",Norman Z. McLeod,"['Lou Breslow', 'Edmund L. Hartmann', 'Bob Hope', 'Hedy Lamarr', 'Francis L. Sullivan']",Edmund Beloin,-1951,/title/tt0043827/
Jönssonligan & DynamitHarry,not-released,6.1,3.7K,"['Comedy', 'Crime', 'Thriller']","Sickan, Vanheden and Rocky try to rob the Berns nightclub one night, but Vanheden has made the mistake to invite his constantly drunk cousin, the old dynamiter Dynamite-Harry and he ruins the plan. Sickan is arrested, and has to spend 10 months in a small, locked room. When he is... Read all","['chicken meat', 'beer', 'electrical shock', 'frozen meat', 'german language', 'police officer', 'pretending to be german', 'frozen body', 'dynamite', 'explosion']",Mikael Ekman,"['William Aldridge', 'Erik Balling', 'Gösta Ekman', 'Ulf Brunnberg', 'Nils Brandt']",Sven Melander,-1982,/title/tt0084189/
Jungle Street,not-released,5.8,145,"['Crime', 'Drama']","Terry Collins mugs an old man, who subsequently dies. Joe Lucas finds out about it and blackmails him, threatening to turn him in to the police if he doesn't give him money. Terry then plans to rob the safe at a night club with his friend Johnny, who is the boyfriend of a strippe... Read all","['blackmail', 'independent film']",Charles Saunders,"['Guido Coen', 'Jill Ireland', 'David McCallum', 'Kenneth Cope', 'Charles Saunders']",Alexander Doré,-1960,/title/tt0055034/
Sahne zani,not-released,5.2,261,"['Drama', 'Crime']","Asad is a man who works as a private bodyguard at night. But during the day, he has a little criminal band that stages car accidents to extract money from insurance companies.",[],Alireza Samadi,"['Mahtab Keramati', 'Bahram Afshari', 'Payam Ahmadinia', 'Alireza Samadi', 'Alireza Samadi']",Alireza Samadi,-2021,/title/tt14888378/
The Beast of the City,1 hour 26 minutes,6.7,1.3K,"['Crime', 'Drama', 'Film-Noir']",Police Chief Jim Fitzpatrick ruthlessly goes after organized crime and is prepared to use brutal and violent methods to fight it.,"['police department', 'police dispatcher', 'reference to florenz ziegfeld', 'police officer', 'squad car', 'police station', 'night club', 'police detective', 'breakfast', 'pancake']",Charles Brabin,"['Ben Hecht', 'John Lee Mahin', 'Walter Huston', 'Jean Harlow', 'Wallace Ford']",W.R. Burnett,-1932,/title/tt0022660/
El colegio de la muerte,not-released,5.3,121,"['Crime', 'Thriller', 'Horror']","1899, London, an orphanage sends teenage girls to a mysterious doctor who operates on their brains and wipes their memories clean, so they can be used as prostitutes for rich men.","['gothic', 'timeframe 1890s', 'london england', 'gramophone', 'horse carriage', 'burn victim', 'brain surgery', 'double identity', 'fake identity', 'big reveal']",Pedro L. Ramírez,"['Alfonso Balcázar', 'Manuel Sebares', 'Dean Selmier', 'Sandra Mozarowsky', 'Norma Kastel']",Sandro Continenza,-1975,/title/tt0071341/
Suspected Person,not-released,5.6,116,"['Crime', 'Drama', 'Thriller']",An innocent man discovers the money stolen from an American bank and is then chased by the robbers and by the Police.,"['wrongly accused', 'bank robbery']",Lawrence Huntington,"['Clifford Evans', 'Patricia Roc', 'David Farrar', 'Lawrence Huntington', 'Lawrence Huntington']",Lawrence Huntington,-1942,/title/tt0036403/
Pornography,not-released,4.7,579,"['Crime', 'Mystery', 'Thriller']","A gay porn star's mysterious disappearance becomes an obsession for both a writer and another adult film star, leading them into dark supernatural corners that were never meant to be explored.","['gay porn star', 'male pubic hair', 'gay couple', 'pornography', 'gay sex', 'male nudity', 'male frontal nudity', 'gay pornography', 'porn star', 'gay interest']",David Kittredge,"['Matthew Montgomery', 'Pete Scherer', 'Jared Grey', 'David Kittredge', 'David Kittredge']",David Kittredge,-2009,/title/tt1144811/
Zûmu appu: Bôkô genba,not-released,5,133,"['Crime', 'Drama', 'Horror']","A young couple, meeting for a tryst at the site of a brutal rape/murder, witness another murder and have to decide whether to turn the killer in.","['pinku eiga', 'japanese giallo', 'roman porno', 'giallo', 'sleazy giallo', 'scene of the crime', 'serial murder', 'serial rapist', 'rape', 'murder']",Kôyû Ohara,"['Erina Miyai', 'Yuki Yoshizawa', 'Yôko Azusa', 'Kôyû Ohara', 'Chiho Katsura']",Chiho Katsura,-1979,/title/tt0288906/
Ròm,1 hour 19 minutes,6.9,514,"['Crime', 'Drama']","Movie story revolves around the life, fate of street children, homeless, specializing in selling lottery results every afternoon.","['running in the street', 'gamble', 'burning houses', 'falling into an open grave', 'ouija board', 'poor neighborhood', 'trying to find parents', 'suicide by hanging', 'stealing money', 'rowing across a river']",Tran Thanh Huy,"['Tran Anh Khoa', 'Anh Tu', 'Jayvee Mai The Hiep', 'Tran Thanh Huy', 'Tran Thanh Huy']",Tran Thanh Huy,-2019,/title/tt11095810/
Trois jours et une vie,2 hours,6.7,1.5K,"['Crime', 'Drama', 'Thriller']","Christmas 1999, in a peaceful little village in the Ardennes. The life of a young boy named Antoine will soon be devastated by three tragic events : the death of a dog, the vanishing of a child, and a big ravaging storm.","['year 1999', 'belgium', 'ardennes', 'village', 'flashback', 'boy', '12 year old', '12 year old boy', 'dog', 'christmas']",Nicolas Boukhrief,"['Perrine Margaine', 'Sandrine Bonnaire', 'Pablo Pauly', 'Charles Berling', 'Nicolas Boukhrief']",Pierre Lemaitre,-2019,/title/tt10204366/
Pochi dollari per Django,not-released,5.5,457,"['Crime', 'Western']","Sent to Montana to hunt down bank robbers, a bounty hunter takes the star off a replacement sheriff who didn't reach his destination and steps into a range war between farmers and cattlemen.","['spaghetti western', 'italo western', 'bounty hunter', 'gunfight', 'shootout', 'wild west', 'tavern', 'stick of dynamite', 'shot to death', 'bounty killer']",León Klimovsky,"['Manuel Sebares', 'Tito Carpi', 'Anthony Steffen', 'Gloria Osuna', 'Ennio Girolami']",Enzo G. Castellari,-1966,/title/tt0060084/
The Psychopath,not-released,6,936,"['Crime', 'Horror', 'Mystery']",Four men who were involved in the investigation of a German millionaire at the end of World War II are found murdered with tiny dolls left next to their corpses.,"['giallo', 'psychotronic film', 'morris mini minor', 'volvo', 'violin case', 'flat tyre', 'dolls house', 'boats', 'effigy', 'toy store']",Freddie Francis,"['Patrick Wymark', 'Margaret Johnston', 'John Standing', 'Freddie Francis', 'Robert Bloch']",Robert Bloch,-1966,/title/tt0060866/
Sangre blanca,not-released,5.9,104,"['Crime', 'Drama', 'Thriller']","A young female drug mule becomes entangled in a serious problem after her boyfriend dies. Desperate, she will to turn to her father, whom she has never met.","['father daughter relationship', 'moral dilemma', 'drug mule', 'death', 'violence', 'drug trafficking', 'two word title', 'color in title', 'cocaine trafficking', 'drug dealer']",Barbara Sarasola-Day,"['Eva De Dominici', 'Alejandro Awada', 'Sergio Prina', 'Barbara Sarasola-Day', 'Barbara Sarasola-Day']",Barbara Sarasola-Day,-2018,/title/tt8405848/
Bloody Wednesday,not-released,3.9,487,"['Crime', 'Horror', 'Thriller']",Harry is unable to hold a job due to his mental illness and lives in an abandoned Hollywood hotel haunted by friendly ghosts of the long dead staff. The lines of his mental illness and reality become extremely blurred as some of his strangest events are indeed witnessed by others... Read all,"['hotel', 'snake dream', 'diner', 'psycho thriller', 'slasher', 'maniac', 'serial killer', 'ghost', 'surreal', 'jail']",Mark G. Gilhuis,"['Raymond Elmendorf', 'Pamela Baker', 'Navarre Perry', 'Mark G. Gilhuis', 'Philip Yordan']",Philip Yordan,-1988,/title/tt0088828/
Le Concile de Pierre,1 hour 42 minutes,4.8,2.3K,"['Adventure', 'Crime', 'Drama']","In France, the single translator Diane Siprien adopts an Asian baby named Liu-San in a foundation directed by Sybille Weber. Years later, a weird mark appears on the boy's chest and Diane and Liu share their dreadful nightmares. Diane is assigned for a three-day job in German and... Read all","['child in jeopardy', 'boy', 'mongolia', 'murder', 'scientist', 'siberia', 'police', 'knife', 'hospital', 'forest']",Guillaume Nicloux,"['Jean-Christophe Grangé', 'Guillaume Nicloux', 'Monica Bellucci', 'Catherine Deneuve', 'Moritz Bleibtreu']",Stéphane Cabel,-2006,/title/tt0447619/
Clowns: Part One,not-released,no-rating,0,['Crime'],Detective Jasmine Hill leads an intense investigation to track down a psychotic man known as Oscar Jones who is secretly behind the unusual spread of clown sightings dating back since 1981. Based on the 2016 clown scare.,[],Devin K. Hansen,"['Jessica Makenzie Marshall', 'Barbara Romanov', 'Michael Birkeland', 'Anthony Guerra', 'Devin K. Hansen']",Devin K. Hansen,-2023,/title/tt14103358/
Execution,1 hour 27 minutes,7.7,57,"['Crime', 'Drama', 'Thriller']","At the beginning of our story it's 1995 and two fledgling filmmakers, Richard and Daniel, are on their way to make a documentary about life in prison. As a favor to Richard's uncle, the warden has given the filmmakers and their crew unprecedented access to all of the prison inclu... Read all","['execution', 'prison', 'death row', 'electric chair', 'murder', 'jail', 'death sentence', 'death penalty', 'capital punishment']",Steven Scaffidi,"['Richard Remppel', 'Steven Scaffidi', 'Donald Cabana', 'Jude Cambise', 'Daniel Dupont']",Wickes Helmboldt,-2006,/title/tt0972554/
Murder Story,not-released,5.4,94,"['Crime', 'Thriller']","Tony Zonis wants to write the next great suspense thriller, so he decides to study the work of master crime writer, Willard Hope. Together, they pick through newspaper stories, looking for the unusual event that will make a good thriller. What they find is murder. A government co... Read all","['cover up', 'writer', 'murder', 'newspaper clipping', 'mentor', 'targeted', 'on the run', 'bike chase', 'car chase', 'reference to deep throat']",Eddie Arno,"['Eddie Arno', 'Markus Innocenti', 'Christopher Lee', 'Bruce Boa', 'Alexis Denisof']",Markus Innocenti,-1989,/title/tt0097930/
Mio fratello è figlio unico,1 hour 48 minutes,7,6.6K,"['Comedy', 'Crime', 'Drama']",Two brothers come of age in a small Italian town in the '60s and '70s.,"['italy', 'controversial', 'latina italy', 'rome italy', 'revolution', 'politics', 'latin', 'seminarian', 'love', 'fascist']",Daniele Luchetti,"['Daniele Luchetti', 'Sandro Petraglia', 'Elio Germano', 'Riccardo Scamarcio', 'Angela Finocchiaro']",Antonio Pennacchi,-2007,/title/tt0846040/
Muerte en Buenos Aires,1 hour 30 minutes,5.7,2.1K,"['Crime', 'Drama', 'Mystery']","A businessman is murdered at his home. Experienced police Inspector Chávez uses a rookie officer as a bait to catch the killer, while struggling with his own deepest desires.","['murder investigation', 'sexual tension', 'buenos aires', 'gay relationship', 'gay', 'pretending to be gay', 'homosexual', 'police interrogation', 'title directed by female', 'violence']",Natalia Meta,"['Gustavo Malajovich', 'Natalia Meta', 'Demián Bichir', 'Chino Darín', 'Carlos Casella']",Laura Farhi,-2014,/title/tt3621802/
Open Wound: The Über-Movie,not-released,4.4,45,"['Crime', 'Drama', 'Mystery']",A man and a woman are on their way to a pool party. The apparently harmless situation shifts into a dance macabre.,['dance'],Jürgen Weber,"['Leila Lowfire', 'Jerry Kwarteng', 'Erik Hansen', 'Jürgen Weber', 'Jürgen Weber']",Jürgen Weber,-2018,/title/tt6144410/
Tjuvheder,1 hour 32 minutes,7,1.7K,"['Crime', 'Drama']",The story of two women's newfound friendship and their struggles in Stockholm underworld.,"['sweden', '2010s', 'drug addict', 'homeless person', 'homeless woman', 'drug addiction', 'drug use', 'drug dealing', 'assault and battery', 'homeless shelter']",Peter Grönlund,"['Malin Levanon', 'Lo Kauppi', 'Tomasz Neuman', 'Peter Grönlund', 'Peter Grönlund']",Peter Grönlund,-2015,/title/tt4153324/
Right Yaaa Wrong,2 hours 15 minutes,6.6,940,"['Crime', 'Drama', 'Mystery']",A decorated and disabled Police Officer becomes suspect in a double homicide.,"['police', 'murder', 'death', 'paralysis', 'outrunning explosion', 'dolly zoom', 'affair', 'nightie']",Neeraj Pathak,"['Girish Dhamija', 'Neeraj Pathak', 'Sunny Deol', 'Irrfan Khan', 'Isha Koppikar']",Sanjay Chauhan,-2010,/title/tt1191130/
La tragedia di un uomo ridicolo,not-released,6.5,968,"['Comedy', 'Crime', 'Drama']",An Italian businessman decides whether to pay a ransom for his abducted son or not.,"['years of lead', 'cheese', 'ransom', 'wood', 'wheat', 'voice over', 'villa', 'topless', 'terrorism', 'slaughterhouse']",Bernardo Bertolucci,"['Ugo Tognazzi', 'Anouk Aimée', 'Laura Morante', 'Bernardo Bertolucci', 'Bernardo Bertolucci']",Bernardo Bertolucci,-1981,/title/tt0084813/
Woman in the Dark,not-released,5.9,468,"['Crime', 'Drama']","A paroled prisoner hits a man attacking a woman. He runs away scared that he may have killed him - he did not. From a book ""Woman in the Dark"" by Dashiell Hammett.","['police investigation', 'woman wears a white negligee', 'wrongful arrest', 'robbery', 'ex convict', 'racketeer', 'reputation', 'sheriff']",Phil Rosen,"['Sada Cowan', 'Charles Williams', 'Fay Wray', 'Ralph Bellamy', 'Melvyn Douglas']",Dashiell Hammett,-1934,/title/tt0026003/
The Last Page,not-released,6.3,628,"['Crime', 'Drama']","The married owner of a bookstore is attracted to his sexy blonde clerk. He finally gives in to temptation and makes a pass at her, but that only results in him getting enmeshed in blackmail and murder.","['bookstore', 'pressured', 'clerk', 'blackmail', 'murder', 'british noir', 'based on play']",Terence Fisher,"['James Hadley Chase', 'George Brent', 'Marguerite Chapman', 'Raymond Huntley', 'Terence Fisher']",Frederick Knott,-1952,/title/tt0044871/
Cumbia callera,1 hour 34 minutes,5.7,260,"['Crime', 'Drama', 'Musical']","Framed by the high mountain chains that surround the city of Monterrey (Mexico), three youngsters live passions and dilemmas, roaming between the steep slums and the luxury districts, crowned by the irresistible rhythm of the ""colombia regiomontana"".","['female full rear nudity', 'deep cleavage', 'doggystyle sex', 'large breasts', 'female full frontal nudity', 'female pubic hair', 'sex scene', 'female shoplifter', 'slum life', 'teenage sexuality']",René Villarreal,"['René Villarreal', 'Fernanda García Castañeda', 'Oliver Cantú Lozano', 'Andul Zambrano', 'René Villarreal']",Ana Rebuelta,-2007,/title/tt0897249/
